1 1 1 , 200 100 200 , 30 30 30 , 
-153.737 -149.106 -172.766 , 294.548 135.872 315.918 , 801.489 833.134 -69.9167 , 
-153.928 -149.29 -172.975 , 294.659 135.906 316.068 , 802.496 834.239 -70.1296 , 
-154.119 -149.475 -173.184 , 294.769 135.941 316.218 , 803.504 835.345 -70.3426 , 
-154.31 -149.66 -173.393 , 294.879 135.975 316.368 , 804.512 836.451 -70.5555 , 
-154.501 -149.845 -173.601 , 294.989 136.009 316.518 , 805.52 837.557 -70.7685 , 
-154.692 -150.03 -173.81 , 295.1 136.044 316.668 , 806.528 838.663 -70.9815 , 
-154.883 -150.215 -174.019 , 295.21 136.078 316.818 , 807.537 839.769 -71.1946 , 
-155.074 -150.4 -174.228 , 295.32 136.112 316.968 , 808.545 840.876 -71.4076 , 
-155.266 -150.584 -174.436 , 295.43 136.146 317.118 , 809.553 841.982 -71.6207 , 
-155.457 -150.769 -174.645 , 295.54 136.18 317.268 , 810.562 843.088 -71.8338 , 
-155.648 -150.954 -174.854 , 295.651 136.215 317.419 , 811.57 844.195 -72.047 , 
-155.839 -151.139 -175.063 , 295.761 136.249 317.569 , 812.578 845.301 -72.2601 , 
-156.03 -151.324 -175.271 , 295.871 136.283 317.719 , 813.587 846.408 -72.4733 , 
-156.221 -151.509 -175.48 , 295.981 136.317 317.869 , 814.596 847.515 -72.6866 , 
-156.412 -151.694 -175.689 , 296.091 136.352 318.019 , 815.604 848.621 -72.8998 , 
-156.603 -151.879 -175.898 , 296.202 136.386 318.169 , 816.613 849.728 -73.1131 , 
-156.794 -152.063 -176.106 , 296.312 136.42 318.319 , 817.622 850.835 -73.3264 , 
-156.985 -152.248 -176.315 , 296.422 136.454 318.469 , 818.631 851.942 -73.5397 , 
-157.176 -152.433 -176.524 , 296.532 136.488 318.619 , 819.64 853.049 -73.7531 , 
-157.367 -152.618 -176.733 , 296.642 136.523 318.769 , 820.649 854.156 -73.9665 , 
-157.558 -152.803 -176.942 , 296.752 136.557 318.92 , 821.658 855.264 -74.1799 , 
-157.749 -152.988 -177.15 , 296.863 136.591 319.07 , 822.667 856.371 -74.3933 , 
-157.94 -153.173 -177.359 , 296.973 136.625 319.22 , 823.676 857.478 -74.6068 , 
-158.132 -153.358 -177.568 , 297.083 136.659 319.37 , 824.685 858.586 -74.8203 , 
-158.323 -153.543 -177.777 , 297.193 136.693 319.52 , 825.695 859.693 -75.0338 , 
-158.514 -153.728 -177.985 , 297.303 136.728 319.67 , 826.704 860.801 -75.2473 , 
-158.705 -153.913 -178.194 , 297.413 136.762 319.82 , 827.713 861.909 -75.4609 , 
-158.896 -154.097 -178.403 , 297.524 136.796 319.97 , 828.723 863.016 -75.6745 , 
-159.087 -154.282 -178.612 , 297.634 136.83 320.121 , 829.732 864.124 -75.8881 , 
-159.278 -154.467 -178.821 , 297.744 136.864 320.271 , 830.742 865.232 -76.1018 , 
-159.469 -154.652 -179.029 , 297.854 136.898 320.421 , 831.752 866.34 -76.3154 , 
-159.66 -154.837 -179.238 , 297.964 136.932 320.571 , 832.761 867.448 -76.5291 , 
-159.851 -155.022 -179.447 , 298.074 136.967 320.721 , 833.771 868.556 -76.7428 , 
-160.043 -155.207 -179.656 , 298.184 137.001 320.871 , 834.781 869.664 -76.9566 , 
-160.234 -155.392 -179.865 , 298.295 137.035 321.022 , 835.791 870.773 -77.1703 , 
-160.425 -155.577 -180.073 , 298.405 137.069 321.172 , 836.801 871.881 -77.3841 , 
-160.616 -155.762 -180.282 , 298.515 137.103 321.322 , 837.811 872.99 -77.598 , 
-160.807 -155.947 -180.491 , 298.625 137.137 321.472 , 838.821 874.098 -77.8118 , 
-160.998 -156.132 -180.7 , 298.735 137.171 321.622 , 839.831 875.207 -78.0257 , 
-161.189 -156.317 -180.909 , 298.845 137.205 321.772 , 840.841 876.315 -78.2396 , 
-161.38 -156.502 -181.117 , 298.955 137.239 321.923 , 841.851 877.424 -78.4535 , 
-161.572 -156.687 -181.326 , 299.065 137.273 322.073 , 842.862 878.533 -78.6674 , 
-161.763 -156.872 -181.535 , 299.176 137.308 322.223 , 843.872 879.642 -78.8814 , 
-161.954 -157.057 -181.744 , 299.286 137.342 322.373 , 844.883 880.751 -79.0954 , 
-162.145 -157.242 -181.953 , 299.396 137.376 322.523 , 845.893 881.86 -79.3094 , 
-162.336 -157.427 -182.161 , 299.506 137.41 322.674 , 846.904 882.969 -79.5234 , 
-162.527 -157.612 -182.37 , 299.616 137.444 322.824 , 847.914 884.078 -79.7375 , 
-162.719 -157.797 -182.579 , 299.726 137.478 322.974 , 848.925 885.187 -79.9516 , 
-162.91 -157.982 -182.788 , 299.836 137.512 323.124 , 849.936 886.296 -80.1657 , 
-163.101 -158.167 -182.997 , 299.946 137.546 323.275 , 850.946 887.406 -80.3798 , 
-163.292 -158.352 -183.205 , 300.056 137.58 323.425 , 851.957 888.515 -80.5939 , 
-163.483 -158.537 -183.414 , 300.166 137.614 323.575 , 852.968 889.625 -80.8081 , 
-163.674 -158.722 -183.623 , 300.277 137.648 323.725 , 853.979 890.734 -81.0223 , 
-163.866 -158.907 -183.832 , 300.387 137.682 323.875 , 854.99 891.844 -81.2366 , 
-164.057 -159.092 -184.041 , 300.497 137.716 324.026 , 856.001 892.954 -81.4508 , 
-164.248 -159.277 -184.249 , 300.607 137.75 324.176 , 857.012 894.063 -81.6651 , 
-164.439 -159.462 -184.458 , 300.717 137.784 324.326 , 858.023 895.173 -81.8794 , 
-164.63 -159.647 -184.667 , 300.827 137.818 324.476 , 859.035 896.283 -82.0937 , 
-164.822 -159.832 -184.876 , 300.937 137.852 324.627 , 860.046 897.393 -82.308 , 
-165.013 -160.017 -185.085 , 301.047 137.886 324.777 , 861.057 898.503 -82.5224 , 
-165.204 -160.202 -185.293 , 301.157 137.92 324.927 , 862.069 899.613 -82.7368 , 
-165.395 -160.387 -185.502 , 301.267 137.954 325.077 , 863.08 900.723 -82.9512 , 
-165.586 -160.572 -185.711 , 301.377 137.988 325.228 , 864.091 901.834 -83.1656 , 
-165.778 -160.757 -185.92 , 301.487 138.022 325.378 , 865.103 902.944 -83.3801 , 
-165.969 -160.942 -186.129 , 301.597 138.056 325.528 , 866.115 904.054 -83.5946 , 
-166.16 -161.127 -186.338 , 301.707 138.09 325.678 , 867.126 905.165 -83.8091 , 
-166.351 -161.312 -186.546 , 301.817 138.124 325.829 , 868.138 906.275 -84.0236 , 
-166.542 -161.497 -186.755 , 301.927 138.158 325.979 , 869.15 907.386 -84.2381 , 
-166.734 -161.682 -186.964 , 302.037 138.192 326.129 , 870.162 908.497 -84.4527 , 
-166.925 -161.867 -187.173 , 302.147 138.226 326.28 , 871.174 909.607 -84.6673 , 
-167.116 -162.052 -187.382 , 302.258 138.26 326.43 , 872.185 910.718 -84.8819 , 
-167.307 -162.237 -187.591 , 302.368 138.294 326.58 , 873.197 911.829 -85.0965 , 
-167.499 -162.422 -187.799 , 302.478 138.328 326.73 , 874.209 912.94 -85.3112 , 
-167.69 -162.607 -188.008 , 302.588 138.362 326.881 , 875.222 914.051 -85.5259 , 
-167.881 -162.792 -188.217 , 302.698 138.396 327.031 , 876.234 915.162 -85.7406 , 
-168.072 -162.977 -188.426 , 302.808 138.43 327.181 , 877.246 916.273 -85.9553 , 
-168.263 -163.162 -188.635 , 302.918 138.464 327.332 , 878.258 917.384 -86.17 , 
-168.455 -163.347 -188.844 , 303.028 138.498 327.482 , 879.271 918.496 -86.3848 , 
-168.646 -163.532 -189.052 , 303.138 138.532 327.632 , 880.283 919.607 -86.5996 , 
-168.837 -163.717 -189.261 , 303.248 138.566 327.783 , 881.295 920.718 -86.8144 , 
-169.028 -163.902 -189.47 , 303.358 138.599 327.933 , 882.308 921.83 -87.0292 , 
-169.22 -164.087 -189.679 , 303.468 138.633 328.083 , 883.32 922.941 -87.2441 , 
-169.411 -164.273 -189.888 , 303.578 138.667 328.234 , 884.333 924.053 -87.459 , 
-169.602 -164.458 -190.097 , 303.688 138.701 328.384 , 885.346 925.165 -87.6739 , 
-169.794 -164.643 -190.305 , 303.798 138.735 328.534 , 886.358 926.276 -87.8888 , 
-169.985 -164.828 -190.514 , 303.908 138.769 328.685 , 887.371 927.388 -88.1037 , 
-170.176 -165.013 -190.723 , 304.018 138.803 328.835 , 888.384 928.5 -88.3187 , 
-170.367 -165.198 -190.932 , 304.128 138.837 328.985 , 889.397 929.612 -88.5336 , 
-170.559 -165.383 -191.141 , 304.238 138.871 329.136 , 890.409 930.724 -88.7486 , 
-170.75 -165.568 -191.35 , 304.348 138.905 329.286 , 891.422 931.836 -88.9637 , 
-170.941 -165.753 -191.558 , 304.458 138.938 329.436 , 892.435 932.948 -89.1787 , 
-171.132 -165.938 -191.767 , 304.568 138.972 329.587 , 893.448 934.06 -89.3938 , 
-171.324 -166.123 -191.976 , 304.678 139.006 329.737 , 894.462 935.172 -89.6089 , 
-171.515 -166.309 -192.185 , 304.788 139.04 329.887 , 895.475 936.285 -89.824 , 
-171.706 -166.494 -192.394 , 304.898 139.074 330.038 , 896.488 937.397 -90.0391 , 
-171.898 -166.679 -192.603 , 305.007 139.108 330.188 , 897.501 938.51 -90.2542 , 
-172.089 -166.864 -192.812 , 305.117 139.142 330.338 , 898.514 939.622 -90.4694 , 
-172.28 -167.049 -193.02 , 305.227 139.175 330.489 , 899.528 940.735 -90.6846 , 
-172.471 -167.234 -193.229 , 305.337 139.209 330.639 , 900.541 941.847 -90.8998 , 
-172.663 -167.419 -193.438 , 305.447 139.243 330.79 , 901.555 942.96 -91.115 , 
-172.854 -167.604 -193.647 , 305.557 139.277 330.94 , 902.568 944.073 -91.3302 , 
-173.045 -167.789 -193.856 , 305.667 139.311 331.09 , 903.582 945.185 -91.5455 , 
-173.237 -167.975 -194.065 , 305.777 139.345 331.241 , 904.595 946.298 -91.7608 , 
-173.428 -168.16 -194.274 , 305.887 139.379 331.391 , 905.609 947.411 -91.9761 , 
-173.619 -168.345 -194.482 , 305.997 139.412 331.542 , 906.623 948.524 -92.1914 , 
-173.811 -168.53 -194.691 , 306.107 139.446 331.692 , 907.636 949.637 -92.4068 , 
-174.002 -168.715 -194.9 , 306.217 139.48 331.842 , 908.65 950.75 -92.6221 , 
-174.193 -168.9 -195.109 , 306.327 139.514 331.993 , 909.664 951.863 -92.8375 , 
-174.385 -169.085 -195.318 , 306.437 139.548 332.143 , 910.678 952.977 -93.0529 , 
-174.576 -169.27 -195.527 , 306.547 139.581 332.294 , 911.692 954.09 -93.2684 , 
-174.767 -169.456 -195.736 , 306.657 139.615 332.444 , 912.706 955.203 -93.4838 , 
-174.959 -169.641 -195.944 , 306.767 139.649 332.594 , 913.72 956.317 -93.6993 , 
-175.15 -169.826 -196.153 , 306.877 139.683 332.745 , 914.734 957.43 -93.9147 , 
-175.341 -170.011 -196.362 , 306.987 139.717 332.895 , 915.748 958.544 -94.1302 , 
-175.533 -170.196 -196.571 , 307.096 139.75 333.046 , 916.762 959.657 -94.3458 , 
-175.724 -170.381 -196.78 , 307.206 139.784 333.196 , 917.777 960.771 -94.5613 , 
-175.915 -170.566 -196.989 , 307.316 139.818 333.346 , 918.791 961.885 -94.7769 , 
-176.107 -170.752 -197.198 , 307.426 139.852 333.497 , 919.805 962.998 -94.9925 , 
-176.298 -170.937 -197.407 , 307.536 139.886 333.647 , 920.82 964.112 -95.208 , 
-176.489 -171.122 -197.615 , 307.646 139.919 333.798 , 921.834 965.226 -95.4237 , 
-176.681 -171.307 -197.824 , 307.756 139.953 333.948 , 922.849 966.34 -95.6393 , 
-176.872 -171.492 -198.033 , 307.866 139.987 334.099 , 923.863 967.454 -95.855 , 
-177.064 -171.677 -198.242 , 307.976 140.021 334.249 , 924.878 968.568 -96.0706 , 
-177.255 -171.863 -198.451 , 308.086 140.054 334.4 , 925.892 969.682 -96.2863 , 
-177.446 -172.048 -198.66 , 308.196 140.088 334.55 , 926.907 970.796 -96.502 , 
-177.638 -172.233 -198.869 , 308.305 140.122 334.7 , 927.922 971.91 -96.7178 , 
-177.829 -172.418 -199.078 , 308.415 140.156 334.851 , 928.937 973.025 -96.9335 , 
-178.02 -172.603 -199.286 , 308.525 140.189 335.001 , 929.951 974.139 -97.1493 , 
-178.212 -172.789 -199.495 , 308.635 140.223 335.152 , 930.966 975.253 -97.3651 , 
-178.403 -172.974 -199.704 , 308.745 140.257 335.302 , 931.981 976.368 -97.5809 , 
-178.595 -173.159 -199.913 , 308.855 140.291 335.453 , 932.996 977.482 -97.7967 , 
-178.786 -173.344 -200.122 , 308.965 140.324 335.603 , 934.011 978.597 -98.0125 , 
-178.977 -173.529 -200.331 , 309.075 140.358 335.754 , 935.026 979.712 -98.2284 , 
-179.169 -173.714 -200.54 , 309.185 140.392 335.904 , 936.041 980.826 -98.4443 , 
-179.36 -173.9 -200.749 , 309.294 140.426 336.055 , 937.056 981.941 -98.6602 , 
-179.551 -174.085 -200.958 , 309.404 140.459 336.205 , 938.072 983.056 -98.8761 , 
-179.743 -174.27 -201.166 , 309.514 140.493 336.356 , 939.087 984.171 -99.092 , 
-179.934 -174.455 -201.375 , 309.624 140.527 336.506 , 940.102 985.286 -99.308 , 
-180.126 -174.641 -201.584 , 309.734 140.56 336.657 , 941.118 986.401 -99.5239 , 
-180.317 -174.826 -201.793 , 309.844 140.594 336.807 , 942.133 987.516 -99.7399 , 
-180.509 -175.011 -202.002 , 309.954 140.628 336.958 , 943.148 988.631 -99.9559 , 
-180.7 -175.196 -202.211 , 310.064 140.662 337.108 , 944.164 989.746 -100.172 , 
-180.891 -175.381 -202.42 , 310.173 140.695 337.259 , 945.179 990.861 -100.388 , 
-181.083 -175.567 -202.629 , 310.283 140.729 337.409 , 946.195 991.976 -100.604 , 
-181.274 -175.752 -202.838 , 310.393 140.763 337.56 , 947.211 993.092 -100.82 , 
-181.466 -175.937 -203.046 , 310.503 140.796 337.71 , 948.226 994.207 -101.036 , 
-181.657 -176.122 -203.255 , 310.613 140.83 337.861 , 949.242 995.322 -101.252 , 
-181.848 -176.307 -203.464 , 310.723 140.864 338.011 , 950.258 996.438 -101.468 , 
-182.04 -176.493 -203.673 , 310.833 140.897 338.162 , 951.273 997.553 -101.685 , 
-182.231 -176.678 -203.882 , 310.942 140.931 338.312 , 952.289 998.669 -101.901 , 
-182.423 -176.863 -204.091 , 311.052 140.965 338.463 , 953.305 999.785 -102.117 , 
-182.614 -177.048 -204.3 , 311.162 140.998 338.613 , 954.321 1000.9 -102.333 , 
